"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","stateLong"
"2020-10-05","ND","B",191,188,0,3,939,939,112,14,226,24,224790,748,9487,NA,NA,NA,NA,23862,23862,312,0,471,NA,NA,NA,NA,19892,642669,4349,642669,4349,9958,NA,NA,NA,248652,1060,666931,4647,"North Dakota"
"2020-10-05","NE","A",501,NA,4,NA,2397,2397,249,9,NA,NA,429145,3195,NA,NA,596884,NA,NA,47807,47807,404,0,NA,NA,NA,NA,57437,34613,NA,0,655531,5663,NA,NA,NA,NA,477266,3600,655531,5663,"Nebraska"
"2020-10-05","NH","B",444,NA,1,NA,743,743,22,0,236,NA,272979,2012,NA,NA,NA,NA,NA,8680,8680,35,0,NA,NA,NA,NA,NA,7746,NA,0,465878,0,32043,NA,31281,NA,282659,3095,465878,0,"New Hampshire"
"2020-10-05","NJ","A+",16138,14351,2,1787,23577,23577,507,17,NA,102,3549345,23453,NA,NA,NA,NA,34,208713,208713,511,0,NA,NA,NA,NA,NA,35070,NA,0,3758058,23964,NA,NA,NA,NA,NA,0,3758058,23964,"New Jersey"
"2020-10-05","NM","C",892,NA,2,NA,3561,3561,91,12,NA,NA,917468,6252,NA,NA,NA,NA,NA,30477,30477,181,0,NA,NA,NA,NA,NA,17270,NA,0,947945,6433,NA,NA,NA,NA,NA,0,947945,6433,"New Mexico"
"2020-10-05","NV","A+",1623,NA,0,NA,NA,NA,441,0,NA,114,634127,2838,NA,NA,NA,NA,64,82437,82437,337,0,NA,NA,NA,NA,NA,2241,1056059,2385,1056059,2385,NA,NA,NA,NA,715456,3252,1089057,6736,"Nevada"
"2020-10-05","NY","B",25527,NA,8,NA,89995,89995,636,0,NA,149,10831509,75471,NA,NA,NA,NA,70,465515,465515,933,0,NA,NA,NA,NA,NA,77141,11297024,76404,11297024,76404,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-10-05","OH","A+",4931,4622,6,309,15840,15840,657,73,3331,189,3228222,30454,NA,NA,NA,NA,90,159964,150761,1057,0,NA,NA,NA,NA,NA,137633,NA,0,3388186,31511,NA,NA,NA,NA,NA,0,3378983,31453,"Ohio"
"2020-10-05","OK","A+",1055,NA,3,NA,6674,6674,655,104,NA,228,1157074,0,NA,NA,1157074,NA,NA,91982,91982,665,0,4185,NA,NA,NA,102465,78155,NA,0,1249056,665,80939,NA,NA,NA,NA,0,1262313,0,"Oklahoma"
"2020-10-05","OR","A+",572,NA,0,NA,2657,2657,184,39,NA,43,673963,3297,NA,NA,673963,NA,18,35049,33329,279,0,NA,NA,NA,NA,NA,5826,NA,0,709012,3576,NA,NA,NA,NA,707292,11676,NA,0,"Oregon"
"2020-10-05","PA","A+",8227,NA,11,NA,NA,NA,594,0,NA,NA,1940952,9317,NA,NA,NA,NA,75,164207,158663,672,0,NA,NA,NA,NA,NA,134649,NA,0,2105159,9989,NA,NA,NA,NA,2099615,9979,3139582,19161,"Pennsylvania"
"2020-10-05","PR","C",695,518,9,177,NA,NA,321,0,NA,56,305972,0,NA,NA,303412,NA,41,51305,25397,630,0,25908,NA,NA,NA,7002,NA,NA,0,357277,630,NA,NA,NA,NA,NA,0,310546,0,NA
"2020-10-05","RI","A+",1121,NA,1,NA,2835,2835,92,0,NA,7,325842,641,NA,NA,784802,NA,4,25419,25419,50,0,NA,NA,NA,NA,35503,2381,820305,1553,820305,1553,NA,NA,NA,NA,351261,691,NA,0,"Rhode Island"
"2020-10-05","SC","A+",3456,3258,3,198,9283,9283,593,24,NA,150,1236947,10443,65332,NA,1192640,NA,72,152159,147116,577,0,7320,11062,NA,NA,191423,74272,NA,0,1389106,11020,72652,55266,NA,NA,NA,0,1384063,10983,"South Carolina"
"2020-10-05","SD","A",248,NA,0,NA,1642,1642,241,10,NA,NA,175845,488,NA,NA,NA,NA,NA,24598,NA,180,0,NA,NA,NA,NA,NA,20076,NA,0,200443,668,NA,NA,NA,NA,200443,668,291769,1806,"South Dakota"
"2020-10-05","TN","A+",2597,2489,20,108,8923,8923,975,40,NA,269,2810965,41787,NA,NA,2767483,NA,122,203699,195220,2489,0,NA,NA,NA,NA,238702,185221,NA,0,3014664,44276,NA,NA,NA,NA,NA,0,3006185,44101,"Tennessee"
"2020-10-05","TX","A",16033,NA,8,NA,NA,NA,3318,0,NA,1107,5802374,30383,NA,NA,NA,NA,NA,769303,769303,3409,0,38354,12658,NA,NA,NA,683700,NA,0,6571677,33792,420372,136859,NA,NA,NA,0,6571677,33792,"Texas"
"2020-10-05","UT","A+",482,NA,4,NA,4019,4019,222,39,928,74,770035,5358,NA,NA,1021751,366,NA,78723,78723,1105,0,NA,2330,NA,2202,85111,57965,NA,0,1106862,7533,NA,37827,NA,20437,848758,6463,1106862,7533,"Utah"
"2020-10-05","VA","A+",3276,3063,3,213,18818,18818,925,93,NA,213,1995552,24597,NA,NA,NA,NA,101,152557,144439,687,0,NA,NA,NA,NA,172487,17893,2139991,26113,2139991,26113,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-10-05","VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,20155,243,NA,NA,NA,NA,NA,1322,NA,-5,0,NA,NA,NA,NA,NA,1283,NA,0,21477,238,NA,NA,NA,NA,NA,0,21507,238,NA
"2020-10-05","VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,165689,954,NA,NA,NA,NA,NA,1817,1817,32,0,NA,NA,NA,NA,NA,1625,NA,0,305188,4538,NA,NA,NA,NA,167506,986,305188,4538,"Vermont"
"2020-10-05","WA","B",2142,2142,0,NA,7628,7628,260,17,NA,NA,1846025,12488,NA,NA,NA,NA,29,89874,89874,455,0,NA,NA,NA,NA,NA,NA,1935899,12943,1935899,12943,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-10-05","WI","A+",1392,1381,4,11,7702,7702,782,56,1212,209,1472577,6864,NA,NA,NA,NA,NA,141655,134359,1727,0,NA,NA,NA,NA,NA,108371,2487949,21775,2487949,21775,NA,NA,NA,NA,1606936,8560,NA,0,"Wisconsin"
"2020-10-05","WV","B",361,353,3,5,NA,NA,165,0,NA,60,579789,6338,NA,NA,NA,NA,28,16742,16251,114,0,NA,NA,NA,NA,NA,12051,NA,0,596531,6452,17545,NA,NA,NA,NA,0,596040,6457,"West Virginia"
"2020-10-05","WY","B",53,NA,0,NA,294,294,36,12,NA,NA,99533,2469,NA,NA,170048,NA,NA,6629,5660,125,0,NA,NA,NA,NA,5621,5272,NA,0,106162,2594,NA,NA,NA,NA,105193,2840,175670,10428,"Wyoming"
"2020-10-04","AK","A",58,58,0,NA,NA,NA,51,0,NA,NA,467442,3373,NA,NA,467883,NA,6,9376,9376,189,0,NA,NA,NA,NA,8642,5281,NA,0,476818,3562,NA,NA,NA,NA,NA,0,476818,3562,"Alaska"
"2020-10-04","AL","A",2558,2416,0,142,17420,17420,757,0,1845,NA,1022073,5754,NA,NA,NA,1046,NA,159169,140445,789,0,NA,NA,NA,NA,NA,67948,NA,0,1162518,6473,NA,NA,59243,NA,NA,0,1162518,6473,"Alabama"
"2020-10-04","AR","A+",1425,1278,18,147,5550,5550,499,23,NA,228,989037,7150,NA,NA,989037,691,88,87013,83306,488,0,NA,3300,NA,4083,NA,78358,NA,0,1072343,7605,NA,21856,NA,21860,NA,0,1072343,7605,"Arkansas"
"2020-10-04","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0,NA
"2020-10-04","AZ","A+",5706,5422,1,284,22294,22294,545,14,NA,133,1280104,7647,NA,NA,NA,NA,59,220754,216027,355,0,NA,NA,NA,NA,NA,35838,NA,0,1496131,7986,296568,NA,NA,NA,1496131,7986,NA,0,"Arizona"
"2020-10-04","CA","B",16120,NA,46,NA,NA,NA,3129,0,NA,787,14336558,157106,NA,NA,NA,NA,NA,823729,823729,4293,0,NA,NA,NA,NA,NA,NA,NA,0,15160287,161399,NA,NA,NA,NA,NA,0,15160287,161399,"California"
"2020-10-04","CO","A",1968,NA,0,NA,7666,7666,296,13,NA,NA,874840,8817,158144,NA,NA,NA,NA,72555,67499,657,0,11926,NA,NA,NA,NA,6609,1414336,17990,1414336,17990,170070,NA,NA,NA,942339,9425,NA,0,"Colorado"
"2020-10-04","CT","B",4513,3614,0,899,11699,11699,110,0,NA,NA,1618113,0,NA,NA,NA,NA,NA,58297,55862,0,0,NA,NA,NA,NA,NA,9408,NA,0,1676410,0,NA,NA,NA,NA,NA,0,1673975,0,"Connecticut"
"2020-10-04","DC","A+",631,NA,2,NA,NA,NA,95,0,NA,29,384306,2230,NA,NA,NA,NA,15,15519,NA,46,0,NA,NA,NA,NA,NA,12299,399825,2276,399825,2276,NA,NA,NA,NA,219389,756,NA,0,"District of Columbia"
"2020-10-04","DE","A+",645,565,0,80,NA,NA,82,0,NA,20,272846,1513,NA,NA,NA,NA,NA,21243,20167,118,0,NA,NA,NA,NA,23695,10806,442920,4602,442920,4602,NA,NA,NA,NA,294089,1631,NA,0,"Delaware"
"2020-10-04","FL","A",14845,14845,42,NA,45215,45215,2040,64,NA,NA,4680415,18547,478794,467286,6704124,NA,NA,707751,689253,1786,0,49819,NA,48639,NA,922273,NA,8272347,49430,8272347,49430,528773,NA,516042,NA,5362326,-190,7669111,33650,"Florida"
"2020-10-04","GA","A",7162,NA,28,NA,28958,28958,1764,34,5363,NA,2695693,16390,NA,NA,2715874,NA,NA,322925,322925,847,0,25887,NA,NA,NA,302744,NA,NA,0,3018618,17237,306554,NA,NA,NA,NA,0,3018618,17237,"Georgia"
"2020-10-04","GU","B",52,NA,1,NA,NA,NA,29,0,NA,12,49057,0,NA,NA,NA,NA,NA,2699,2697,0,0,3,2,NA,NA,NA,1887,NA,0,51756,0,184,2,NA,NA,51754,0,51114,0,NA
"2020-10-04","HI","B",153,NA,11,NA,885,885,128,5,NA,39,291228,1803,NA,NA,NA,NA,29,12921,12734,133,0,NA,NA,NA,NA,12696,10415,427843,4982,427843,4982,NA,NA,NA,NA,303962,1936,432711,4965,"Hawaii"
"2020-10-04","IA","A+",1382,NA,5,NA,NA,NA,392,0,NA,104,696471,3632,NA,56820,NA,NA,39,89096,89096,626,0,NA,NA,3488,3502,NA,71600,NA,0,785567,4258,NA,NA,60347,34814,787127,4271,NA,0,"Iowa"
"2020-10-04","ID","A",480,440,6,40,1900,1900,152,7,465,49,276876,1571,NA,NA,NA,NA,NA,43702,39494,464,0,NA,NA,NA,NA,NA,22744,NA,0,316370,1928,NA,NA,NA,NA,316370,1928,NA,0,"Idaho"
"2020-10-04","IL","A",9040,8791,17,249,NA,NA,1521,0,NA,384,5584877,50203,NA,NA,NA,NA,140,304280,301541,1453,0,NA,NA,NA,NA,NA,NA,NA,0,5889157,51656,NA,NA,NA,NA,NA,0,5886418,51656,"Illinois"
"2020-10-04","IN","A+",3674,3447,5,227,13148,13148,950,80,2618,279,1292917,8501,NA,NA,NA,NA,102,125146,NA,1087,0,NA,NA,NA,NA,127140,96845,NA,0,2220593,8383,NA,NA,NA,NA,1418063,9588,2220593,8383,"Indiana"
"2020-10-04","KS","A+",698,NA,0,NA,2983,2983,352,0,817,103,470006,0,NA,NA,NA,259,33,61111,NA,0,0,NA,NA,NA,NA,NA,2136,NA,0,531117,0,NA,NA,NA,NA,531117,0,NA,0,"Kansas"
"2020-10-04","KY","B",1209,1197,4,12,5362,5362,600,0,1538,129,1371855,0,NA,NA,NA,NA,NA,72617,63189,616,0,NA,NA,NA,NA,NA,12121,NA,0,1434524,0,58712,27000,NA,NA,NA,0,1434524,0,"Kentucky"
"2020-10-04","LA","A",5577,5387,32,190,NA,NA,518,0,NA,NA,2213951,25328,NA,NA,NA,NA,68,169719,168294,893,0,NA,NA,NA,NA,NA,154163,NA,0,2383670,26221,NA,NA,NA,NA,2382245,26221,NA,0,"Louisiana"
"2020-10-04","MA","A+",9510,9295,3,215,12749,12749,438,4,NA,83,2174166,18355,NA,NA,NA,NA,27,134947,132440,644,0,NA,NA,NA,NA,173288,113768,NA,0,4334501,68715,NA,NA,121397,138291,2306606,18981,4334501,68715,"Massachusetts"
"2020-10-04","MD","A",3958,3814,1,144,15705,15705,320,35,NA,77,1532557,9651,NA,123287,NA,NA,NA,127290,127290,471,0,NA,NA,11906,NA,152548,7653,NA,0,2715230,26364,NA,NA,135193,NA,1659847,10122,2715230,26364,"Maryland"
"2020-10-04","ME","A+",142,141,0,1,454,454,11,0,NA,2,443822,0,9906,NA,441655,NA,1,5519,4944,33,0,525,NA,NA,NA,6769,4782,NA,0,449341,33,10445,NA,NA,NA,NA,0,448722,0,"Maine"
"2020-10-04","MI","A+",7124,6801,0,323,NA,NA,678,0,NA,158,3623003,0,NA,NA,3623003,NA,62,141271,127516,0,0,NA,NA,NA,NA,177032,99521,NA,0,3764274,0,297983,NA,NA,NA,NA,0,3800035,0,"Michigan"
"2020-10-04","MN","A",2133,2080,7,53,7887,7887,NA,41,2177,NA,1376393,16648,NA,NA,NA,NA,NA,103826,103826,1039,0,NA,NA,NA,NA,NA,93148,2146411,30373,2146411,30373,NA,NA,NA,NA,1480219,17687,NA,0,"Minnesota"
"2020-10-04","MO","B",2173,NA,4,NA,NA,NA,1135,0,NA,NA,1218314,9863,74499,71709,1762433,NA,NA,132431,132431,1326,0,3879,3311,3618,NA,150807,NA,NA,0,1916747,18569,78506,14987,67615,10942,1350745,11189,1916747,18569,"Missouri"
"2020-10-04","MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15112,0,NA,NA,NA,NA,NA,73,73,0,0,NA,NA,NA,NA,NA,29,NA,0,15185,0,NA,NA,NA,NA,15182,0,20419,0,NA
"2020-10-04","MS","A+",3013,2765,2,248,5975,5975,515,0,NA,132,638843,0,NA,NA,NA,NA,69,100488,92154,321,0,95,NA,NA,NA,NA,89737,NA,0,739331,321,38720,55946,NA,NA,NA,0,728519,0,"Mississippi"
"2020-10-04","MT","C",187,NA,1,NA,744,744,191,3,NA,NA,342778,2351,NA,NA,NA,NA,NA,14635,14635,279,0,NA,NA,NA,NA,NA,9597,NA,0,357413,2630,NA,NA,NA,NA,NA,0,357413,2630,"Montana"
"2020-10-04","NC","A+",3634,3603,5,31,NA,NA,907,0,NA,266,2943472,24092,NA,NA,NA,NA,NA,217496,211961,610,0,NA,NA,NA,NA,NA,184422,NA,0,3160968,24702,NA,3996,NA,NA,NA,0,3155433,24650,"North Carolina"
"2020-10-04","ND","B",191,188,0,3,925,925,100,13,222,21,224042,1170,9487,NA,NA,NA,NA,23550,23550,416,0,470,NA,NA,NA,NA,19497,638320,6021,638320,6021,9957,NA,NA,NA,247592,1586,662284,6310,"North Dakota"
"2020-10-04","NE","A",497,NA,4,NA,2388,2388,249,9,NA,NA,425950,2959,NA,NA,591688,NA,NA,47403,47403,426,0,NA,NA,NA,NA,56981,34395,NA,0,649868,5236,NA,NA,NA,NA,473666,3385,649868,5236,"Nebraska"
"2020-10-04","NH","B",443,NA,1,NA,743,743,23,0,236,NA,270967,0,NA,NA,NA,NA,NA,8645,8645,48,0,NA,NA,NA,NA,NA,7710,NA,0,465878,4829,32043,NA,31231,NA,279564,0,465878,4829,"New Hampshire"
"2020-10-04","NJ","A+",16136,14349,1,1787,23560,23560,480,49,NA,107,3525892,60394,NA,NA,NA,NA,32,208202,208202,626,0,NA,NA,NA,NA,NA,35031,NA,0,3734094,61020,NA,NA,NA,NA,NA,0,3734094,61967,"New Jersey"
"2020-10-04","NM","C",890,NA,3,NA,3549,3549,95,15,NA,NA,911216,5815,NA,NA,NA,NA,NA,30296,30296,296,0,NA,NA,NA,NA,NA,17210,NA,0,941512,6111,NA,NA,NA,NA,NA,0,941512,6111,"New Mexico"
"2020-10-04","NV","A+",1623,NA,3,NA,NA,NA,442,0,NA,140,631289,2787,NA,NA,NA,NA,68,82100,82100,392,0,NA,NA,NA,NA,NA,2231,1053674,4767,1053674,4767,NA,NA,NA,NA,712204,3212,1082321,6505,"Nevada"
"2020-10-04","NY","B",25519,NA,14,NA,89995,89995,618,0,NA,138,10756038,109107,NA,NA,NA,NA,67,464582,464582,1222,0,NA,NA,NA,NA,NA,77090,11220620,110329,11220620,110329,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-10-04","OH","A+",4925,4617,0,308,15767,15767,694,32,3320,216,3197768,36959,NA,NA,NA,NA,102,158907,149762,941,0,NA,NA,NA,NA,NA,137038,NA,0,3356675,37900,NA,NA,NA,NA,NA,0,3347530,37829,"Ohio"
"2020-10-04","OK","A+",1052,NA,1,NA,6570,6570,655,0,NA,228,1157074,0,NA,NA,1157074,NA,NA,91317,91317,569,0,4185,NA,NA,NA,102465,77606,NA,0,1248391,569,80939,NA,NA,NA,NA,0,1262313,0,"Oklahoma"
"2020-10-04","OR","A+",572,NA,1,NA,2618,2618,176,0,NA,48,670666,3274,NA,NA,670666,NA,17,34770,32486,259,0,NA,NA,NA,NA,NA,5752,NA,0,705436,3533,NA,NA,NA,NA,695616,0,NA,0,"Oregon"
"2020-10-04","PA","A+",8216,NA,17,NA,NA,NA,603,0,NA,NA,1931635,26664,NA,NA,NA,NA,70,163535,158001,2251,0,NA,NA,NA,NA,NA,134098,NA,0,2095170,28915,NA,NA,NA,NA,2089636,28759,3120421,58635,"Pennsylvania"
"2020-10-04","PR","C",686,510,5,176,NA,NA,319,0,NA,49,305972,0,NA,NA,303412,NA,41,50675,25034,300,0,25641,NA,NA,NA,7002,NA,NA,0,356647,300,NA,NA,NA,NA,NA,0,310546,0,NA
"2020-10-04","RI","A+",1120,NA,1,NA,2835,2835,92,7,NA,7,325201,1833,NA,NA,783311,NA,4,25369,25369,124,0,NA,NA,NA,NA,35441,2381,818752,8801,818752,8801,NA,NA,NA,NA,350570,1957,NA,0,"Rhode Island"
"2020-10-04","SC","A+",3453,3255,11,198,9259,9259,599,43,NA,153,1226504,37637,65190,NA,1182339,NA,72,151582,146576,691,0,7285,10995,NA,NA,190741,73973,NA,0,1378086,38328,72475,54631,NA,NA,NA,0,1373080,39847,"South Carolina"
"2020-10-04","SD","A",248,NA,0,NA,1632,1632,232,17,NA,NA,175357,1324,NA,NA,NA,NA,NA,24418,NA,432,0,NA,NA,NA,NA,NA,19902,NA,0,199775,1756,NA,NA,NA,NA,199775,1756,289963,3829,"South Dakota"
"2020-10-04","TN","A+",2577,2469,17,108,8883,8883,900,24,NA,258,2769178,31811,NA,NA,2726142,NA,120,201210,192906,1615,0,NA,NA,NA,NA,235942,184404,NA,0,2970388,33426,NA,NA,NA,NA,NA,0,2962084,33275,"Tennessee"
"2020-10-04","TX","A",16025,NA,33,NA,NA,NA,3192,0,NA,1071,5771991,62062,NA,NA,NA,NA,NA,765894,765894,2884,0,38164,12466,NA,NA,NA,680083,NA,0,6537885,64946,419197,133809,NA,NA,NA,0,6537885,64946,"Texas"
"2020-10-04","UT","A+",478,NA,2,NA,3980,3980,220,24,923,69,764677,6268,NA,NA,1014910,366,NA,77618,77618,1393,0,NA,2271,NA,2148,84419,57392,NA,0,1099329,9595,NA,34150,NA,18335,842295,7661,1099329,9595,"Utah"
"2020-10-04","VA","A+",3273,3060,3,213,18725,18725,877,9,NA,197,1970955,0,NA,NA,NA,NA,98,151870,143883,1067,0,NA,NA,NA,NA,171249,17848,2113878,0,2113878,0,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-10-04","VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,19912,227,NA,NA,NA,NA,NA,1327,NA,1,0,NA,NA,NA,NA,NA,1265,NA,0,21239,228,NA,NA,NA,NA,NA,0,21269,246,NA
"2020-10-04","VT","B",58,58,0,NA,NA,NA,0,0,NA,NA,164735,727,NA,NA,NA,NA,NA,1785,1785,7,0,NA,NA,NA,NA,NA,1622,NA,0,300650,4139,NA,NA,NA,NA,166520,734,300650,4139,"Vermont"
"2020-10-04","WA","B",2142,2142,-1,NA,7611,7611,252,25,NA,NA,1833537,16588,NA,NA,NA,NA,26,89419,89419,609,0,NA,NA,NA,NA,NA,NA,1922956,17197,1922956,17197,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-10-04","WI","A+",1388,1377,5,11,7646,7646,714,58,1205,194,1465713,8950,NA,NA,NA,NA,NA,139928,132663,1926,0,NA,NA,NA,NA,NA,107004,2466174,25865,2466174,25865,NA,NA,NA,NA,1598376,10815,NA,0,"Wisconsin"
"2020-10-04","WV","B",358,353,1,5,NA,NA,173,0,NA,64,573451,7214,NA,NA,NA,NA,30,16628,16132,160,0,NA,NA,NA,NA,NA,11982,NA,0,590079,7374,17515,NA,NA,NA,NA,0,589583,7375,"West Virginia"
"2020-10-04","WY","B",53,NA,0,NA,282,282,32,1,NA,NA,97064,0,NA,NA,160119,NA,NA,6504,5546,139,0,NA,NA,NA,NA,5122,5160,NA,0,103568,139,NA,NA,NA,NA,102353,0,165242,0,"Wyoming"
"2020-10-03","AK","A",58,58,1,NA,NA,NA,39,0,NA,NA,464069,3819,NA,NA,464517,NA,5,9187,9187,147,0,NA,NA,NA,NA,8446,5199,NA,0,473256,3966,NA,NA,NA,NA,NA,0,473256,3966,"Alaska"
"2020-10-03","AL","A",2558,2416,8,142,17420,17420,738,0,1843,NA,1016319,9707,NA,NA,NA,1045,NA,158380,139726,1682,0,NA,NA,NA,NA,NA,67948,NA,0,1156045,10444,NA,NA,59075,NA,NA,0,1156045,10444,"Alabama"
"2020-10-03","AR","A+",1407,1260,16,147,5527,5527,474,39,NA,223,981887,9936,NA,NA,981887,688,95,86525,82851,746,0,NA,3300,NA,4045,NA,77772,NA,0,1064738,10478,NA,21856,NA,12997,NA,0,1064738,10478,"Arkansas"
"2020-10-03","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0,NA
"2020-10-03","AZ","A+",5705,5421,12,284,22280,22280,605,40,NA,127,1272457,9040,NA,NA,NA,NA,52,220399,215688,636,0,NA,NA,NA,NA,NA,35696,NA,0,1488145,9641,295840,NA,NA,NA,1488145,9641,NA,0,"Arizona"
"2020-10-03","CA","B",16074,NA,88,NA,NA,NA,3079,0,NA,787,14179452,128298,NA,NA,NA,NA,NA,819436,819436,2159,0,NA,NA,NA,NA,NA,NA,NA,0,14998888,130457,NA,NA,NA,NA,NA,0,14998888,130457,"California"
"2020-10-03","CO","A",1968,NA,6,NA,7653,7653,304,74,NA,NA,866023,10033,157665,NA,NA,NA,NA,71898,66891,680,0,11878,NA,NA,NA,NA,6576,1396346,19426,1396346,19426,169543,NA,NA,NA,932914,10682,NA,0,"Colorado"
"2020-10-03","CT","B",4513,3614,0,899,11699,11699,110,0,NA,NA,1618113,0,NA,NA,NA,NA,NA,58297,55862,0,0,NA,NA,NA,NA,NA,9408,NA,0,1676410,0,NA,NA,NA,NA,NA,0,1673975,0,"Connecticut"
"2020-10-03","DC","A+",629,NA,0,NA,NA,NA,86,0,NA,27,382076,3381,NA,NA,NA,NA,13,15473,NA,50,0,NA,NA,NA,NA,NA,12252,397549,3431,397549,3431,NA,NA,NA,NA,218633,1149,NA,0,"District of Columbia"
"2020-10-03","DE","A+",645,565,3,80,NA,NA,83,0,NA,21,271333,1987,NA,NA,NA,NA,NA,21125,20018,188,0,NA,NA,NA,NA,23585,10748,438318,4767,438318,4767,NA,NA,NA,NA,292458,2175,NA,0,"Delaware"
"2020-10-03","FL","A",14803,14803,73,NA,45151,45151,2037,160,NA,NA,4661868,22151,478794,467286,6673069,NA,NA,705965,687700,2753,0,49819,NA,48639,NA,919782,NA,8222917,58250,8222917,58250,528773,NA,516042,NA,5362516,50710,7635461,42378,"Florida"
"2020-10-03","GA","A",7134,NA,28,NA,28924,28924,1793,133,5354,NA,2679303,29924,NA,NA,2699525,NA,NA,322078,322078,1444,0,25737,NA,NA,NA,301856,NA,NA,0,3001381,31368,305671,NA,NA,NA,NA,0,3001381,31368,"Georgia"
"2020-10-03","GU","B",51,NA,1,NA,NA,NA,29,0,NA,12,49057,556,NA,NA,NA,NA,NA,2699,2697,82,0,3,2,NA,NA,NA,1887,NA,0,51756,638,184,2,NA,NA,51754,638,51114,0,NA
"2020-10-03","HI","B",142,NA,3,NA,880,880,125,18,NA,40,289425,1660,NA,NA,NA,NA,27,12788,12601,94,0,NA,NA,NA,NA,12567,10389,422861,3665,422861,3665,NA,NA,NA,NA,302026,1746,427746,3504,"Hawaii"
"2020-10-03","IA","A+",1377,NA,5,NA,NA,NA,402,0,NA,100,692839,4406,NA,56603,NA,NA,38,88470,88470,911,0,NA,NA,3483,3493,NA,71319,NA,0,781309,5317,NA,NA,60125,34763,782856,5327,NA,0,"Iowa"
"2020-10-03","ID","A",474,435,2,39,1893,1893,152,20,462,49,275305,2552,NA,NA,NA,NA,NA,43238,39137,677,0,NA,NA,NA,NA,NA,22568,NA,0,314442,3105,NA,NA,NA,NA,314442,3105,NA,0,"Idaho"
"2020-10-03","IL","A",9023,8774,31,249,NA,NA,1535,0,NA,361,5534674,69192,NA,NA,NA,NA,140,302827,300088,2442,0,NA,NA,NA,NA,NA,NA,NA,0,5837501,71634,NA,NA,NA,NA,NA,0,5834762,71634,"Illinois"
"2020-10-03","IN","A+",3669,3442,13,227,13068,13068,911,85,2605,281,1284416,8534,NA,NA,NA,NA,104,124059,NA,1419,0,NA,NA,NA,NA,126662,96845,NA,0,2212210,25729,NA,NA,NA,NA,1408475,9953,2212210,25729,"Indiana"
"2020-10-03","KS","A+",698,NA,0,NA,2983,2983,352,0,817,103,470006,0,NA,NA,NA,259,33,61111,NA,0,0,NA,NA,NA,NA,NA,2136,NA,0,531117,0,NA,NA,NA,NA,531117,0,NA,0,"Kansas"
"2020-10-03","KY","B",1205,1193,8,12,5362,5362,600,28,1538,129,1371855,10982,NA,NA,NA,NA,NA,72001,62669,1274,0,NA,NA,NA,NA,NA,12121,NA,0,1434524,12004,58712,27000,NA,NA,NA,0,1434524,12004,"Kentucky"
"2020-10-03","LA","A",5545,5355,0,190,NA,NA,536,0,NA,NA,2188623,0,NA,NA,NA,NA,74,168826,167401,0,0,NA,NA,NA,NA,NA,154163,NA,0,2357449,0,NA,NA,NA,NA,2356024,0,NA,0,"Louisiana"
"2020-10-03","MA","A+",9507,9292,17,215,12745,12745,416,12,NA,75,2155811,13213,NA,NA,NA,NA,27,134303,131814,672,0,NA,NA,NA,NA,172557,113768,NA,0,4265786,65768,NA,NA,121078,136823,2287625,13813,4265786,65768,"Massachusetts"
"2020-10-03","MD","A",3957,3813,7,144,15670,15670,323,96,NA,78,1522906,9343,NA,123287,NA,NA,NA,126819,126819,597,0,NA,NA,11906,NA,151997,7652,NA,0,2688866,28066,NA,NA,135193,NA,1649725,9940,2688866,28066,"Maryland"
